mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,car_name,length,width,height,wheelbase,engine_type,fuel_system,transmission_type,num_gears,drive_type,drag_coefficient,frontal_area,compression_ratio,top_speed
44.5,4,93.6,,1800,18.3,2010,2,Volvo SUV Limited,220.2,80.6,54.4,116.6,Inline-4,Carburetor,Manual,5.0,FWD,0.355,26.6,12.6,
46.3,4,106.0,53.0,1845,19.5,2020,1,Subaru Sport Base,211.5,82.0,71.8,118.6,Flat-4,Carburetor,CVT,,4WD,,34.7,11.6,115.0
49.0,3,68.8,50.0,1800,18.8,2011,1,Chrysler Compact Limited,226.0,82.0,52.6,124.0,Inline-3,MPFI,Automatic,5.0,FWD,0.35,26.9,11.9,91.0
9.0,10,502.5,323.0,6414,16.8,1975,1,Volkswagen SUV Limited,230.0,82.0,53.1,124.3,,MPFI,Automatic,,FWD,0.476,25.7,9.4,197.0
27.6,8,472.7,347.0,5772,16.8,2001,3,Hyundai Hatchback EX,230.0,82.0,53.2,127.5,V8,GDI,Automatic,10.0,AWD,0.398,,10.0,166.0
42.3,5,187.9,89.0,2544,18.7,2012,3,Toyota Truck GT,230.0,82.0,55.0,126.9,V12,GDI,nan,,AWD,0.379,28.0,12.6,140.0
22.8,12,486.4,408.0,6402,16.5,2024,1,Jeep Luxury DX,230.0,82.0,59.3,,V12,GDI,Automatic,8.0,FWD,0.329,29.1,,194.0
42.9,6,236.5,,2588,14.1,2022,1,Mazda Sport LX,230.0,82.0,77.4,128.6,Inline-6,Direct Injection,Automatic,7.0,AWD,0.333,38.3,11.3,146.0
44.8,4,92.7,55.0,1800,20.9,1995,1,Acura Luxury DX,213.2,82.0,69.7,,Inline-4,GDI,CVT,,FWD,0.438,34.2,11.6,145.0
43.0,4,117.9,50.0,1800,20.7,1995,1,Jeep Truck Sport,215.9,82.0,52.1,121.8,Inline-4,TBI,CVT,,RWD,,23.6,10.6,100.0
20.0,8,457.3,325.0,4985,16.2,1994,1,Lexus Convertible Premium,230.0,82.0,68.8,128.9,V8,GDI,Automatic,9.0,AWD,0.398,34.5,11.0,212.0
37.5,6,225.7,106.0,3159,21.1,2023,3,Tesla Truck Sport,230.0,82.0,73.1,125.0,V6,nan,Manual,5.0,FWD,0.386,34.7,9.8,105.0
35.5,8,313.0,188.0,4330,18.3,2021,2,Lexus Sedan DX,230.0,82.0,53.5,128.3,V8,GDI,DCT,8.0,RWD,0.363,26.9,9.2,144.0
34.2,8,376.5,141.0,4851,20.7,2019,3,Subaru Luxury Premium,230.0,82.0,73.0,126.2,V8,Carburetor,Automatic,,FWD,0.319,33.9,9.2,116.0
49.1,4,107.8,74.0,1800,18.0,2004,3,Subaru Wagon Limited,208.8,82.0,74.3,118.7,Flat-4,Carburetor,CVT,,AWD,0.418,36.3,11.5,123.0
45.2,4,125.4,60.0,1960,20.7,2010,2,Acura Coupe ,230.0,82.0,58.7,127.6,Inline-4,Carburetor,Automatic,5.0,4WD,,27.8,11.2,112.0
45.3,4,133.9,106.0,1800,14.1,2008,3,Dodge Hatchback Sport,224.6,82.0,70.2,120.2,Inline-4,Direct Injection,CVT,,FWD,0.37,35.0,11.8,
49.5,4,121.5,80.0,1800,18.1,1997,1,Ford Wagon Base,215.7,82.0,73.0,119.3,Inline-4,GDI,Automatic,7.0,FWD,0.375,35.0,11.3,106.0
41.3,4,174.3,157.0,2131,13.1,2010,1,Kia Sport EX,226.5,82.0,58.2,122.5,Inline-4,Direct Injection,Automatic,7.0,RWD,0.421,,11.1,164.0
34.7,4,140.6,74.0,2104,19.7,1974,2,Hyundai SUV Base,230.0,82.0,53.9,129.8,Inline-4,MPFI,Automatic,6.0,AWD,0.452,26.2,8.6,123.0
41.8,4,165.9,60.0,1992,19.7,1988,1,Hyundai Hatchback Limited,230.0,82.0,56.5,132.8,Inline-4,TBI,Automatic,9.0,FWD,0.442,26.5,12.3,110.0
49.5,4,158.5,92.0,1800,15.4,2022,1,Subaru SUV EX,230.0,82.0,67.8,124.7,Inline-4,TBI,Automatic,4.0,FWD,0.375,,12.8,117.0
39.3,4,149.5,63.0,1800,19.1,2018,1,Honda Luxury ,215.2,82.0,54.9,114.0,Inline-4,MPFI,DCT,6.0,AWD,0.357,26.8,11.6,116.0
46.7,4,134.7,58.0,1800,19.7,2006,3,Hyundai Convertible DX,230.0,82.0,52.1,123.9,Inline-4,Carburetor,Automatic,6.0,FWD,0.437,27.0,9.9,109.0
44.5,4,90.2,,1800,21.1,2010,3,Chrysler Sport EX,215.6,82.0,68.5,120.0,Inline-4,MPFI,Automatic,,FWD,,33.5,,107.0
38.3,4,145.2,106.0,2629,18.3,2003,2,Honda Luxury Limited,230.0,82.0,53.0,128.9,Inline-4,MPFI,Automatic,7.0,FWD,0.355,24.8,11.8,152.0
39.5,6,215.6,72.0,3294,20.9,2018,3,Lexus Hybrid Base,,82.0,77.4,125.4,V6,MPFI,Automatic,8.0,FWD,0.319,38.8,12.3,111.0
33.0,8,305.9,170.0,3454,16.4,2019,3,Volvo Truck Premium,230.0,82.0,54.3,128.5,V8,GDI,Manual,6.0,RWD,0.392,26.7,11.2,116.0
42.3,4,130.0,87.0,1800,18.9,2019,1,Mercedes Truck Sport,221.0,82.0,52.7,124.2,Inline-4,MPFI,Automatic,8.0,AWD,,24.7,11.1,132.0
46.6,4,156.2,71.0,1807,18.8,2017,1,Nissan Van Sport,199.9,82.0,56.0,118.7,Inline-4,GDI,Automatic,8.0,4WD,0.315,25.9,,120.0
21.1,8,491.6,400.0,5085,13.5,1994,2,Chevrolet Sport GT,230.0,82.0,73.0,126.2,V8,GDI,Automatic,5.0,AWD,0.457,,12.5,209.0
35.6,5,162.4,67.0,3014,20.1,2002,1,Nissan Sport GT,230.0,82.0,66.3,127.7,,TBI,Manual,6.0,AWD,0.444,33.5,10.5,148.0
35.0,6,234.3,108.0,2833,17.5,2008,1,Chrysler Coupe EX,230.0,82.0,,128.0,V6,Carburetor,DCT,6.0,AWD,,27.3,11.3,123.0
43.9,4,166.6,50.0,2241,20.8,2002,3,Volkswagen Hatchback Premium,230.0,82.0,71.9,124.1,Inline-4,MPFI,Manual,5.0,FWD,0.373,32.9,11.3,99.0
34.0,8,353.5,136.0,4276,21.9,2018,1,Nissan Compact DX,230.0,82.0,74.5,128.4,V8,nan,Automatic,9.0,FWD,,36.0,12.6,119.0
25.1,8,311.3,285.0,3740,12.5,2002,3,Volkswagen Truck DX,230.0,82.0,54.0,127.5,V8,GDI,CVT,,FWD,0.388,26.1,11.9,177.0
32.8,6,208.2,82.0,3179,20.5,1989,1,Audi Hybrid DX,230.0,82.0,54.8,125.9,V6,Direct Injection,Manual,5.0,AWD,0.413,26.0,10.5,131.0
42.3,4,170.9,118.0,2363,17.5,2005,1,Jeep Convertible DX,230.0,82.0,58.9,122.8,Inline-4,TBI,Automatic,4.0,RWD,0.364,29.1,10.2,130.0
36.7,8,315.1,217.0,4102,16.4,2025,1,Audi Hatchback Limited,230.0,82.0,77.4,123.3,V8,MPFI,Automatic,,FWD,,36.7,11.7,180.0
37.4,6,212.9,133.0,3617,20.0,1995,2,Ford Luxury Base,230.0,82.0,53.8,128.7,V6,GDI,Manual,5.0,FWD,0.38,26.1,,133.0
41.5,6,226.5,213.0,3082,13.8,2013,1,Tesla Truck ,230.0,82.0,52.7,124.9,V6,GDI,DCT,6.0,4WD,0.404,25.1,9.7,
41.6,4,166.2,131.0,1992,14.1,2006,1,Jeep Compact EX,230.0,82.0,53.1,125.8,Inline-4,MPFI,DCT,8.0,FWD,0.428,22.9,13.2,133.0
31.0,6,273.8,94.0,3964,24.1,1979,2,Tesla Hatchback GT,230.0,82.0,55.0,127.5,V6,MPFI,Automatic,,RWD,0.446,27.0,8.4,99.0
44.7,4,128.3,102.0,1947,16.2,2009,1,Toyota Hybrid Base,230.0,82.0,54.7,123.0,Inline-4,GDI,Automatic,4.0,FWD,0.336,,10.9,
41.7,4,173.9,106.0,2679,19.9,2017,3,Acura Sport EX,230.0,82.0,52.1,125.4,Flat-4,Carburetor,Manual,5.0,FWD,0.401,24.3,13.4,105.0
36.7,6,196.1,76.0,2757,19.9,2010,2,Mazda Sport Premium,230.0,82.0,57.9,128.8,V6,Carburetor,Automatic,8.0,RWD,0.388,27.0,12.9,99.0
50.0,4,104.1,76.0,1800,17.1,2022,3,Honda Convertible Base,220.1,82.0,56.9,117.5,Inline-4,GDI,Automatic,5.0,FWD,0.337,27.8,13.1,96.0
31.2,6,274.9,233.0,2931,13.0,2000,1,Chrysler Hybrid Base,230.0,82.0,59.6,126.5,V6,Carburetor,Automatic,8.0,AWD,0.378,28.3,12.3,179.0
30.6,6,231.0,54.0,3372,21.2,1982,1,Mercedes Wagon Limited,,82.0,52.2,130.0,V6,Carburetor,CVT,,RWD,0.446,,,133.0
51.4,4,106.7,98.0,1800,16.4,2024,2,Mazda Van Sport,230.0,82.0,69.3,131.7,Inline-4,Direct Injection,Automatic,7.0,FWD,0.367,33.3,10.6,125.0
37.7,6,228.8,65.0,3106,21.1,2004,2,Toyota Hybrid Limited,230.0,82.0,73.2,127.9,V6,GDI,Manual,5.0,RWD,0.36,34.0,9.3,129.0
27.5,8,452.3,271.0,5558,,2012,1,Jeep Convertible Base,230.0,82.0,55.2,127.7,V8,MPFI,Automatic,7.0,FWD,0.331,27.8,12.1,188.0
44.5,4,164.4,,2169,13.4,2020,2,Mazda Luxury Premium,230.0,82.0,65.8,125.2,Inline-4,Direct Injection,CVT,,FWD,0.371,29.7,9.4,168.0
34.6,6,266.4,147.0,3073,18.5,2001,1,Audi Compact LX,230.0,82.0,,127.6,Inline-6,GDI,nan,6.0,4WD,0.412,34.1,10.1,135.0
50.0,4,141.3,68.0,1926,20.0,2017,3,Kia Hybrid LX,226.6,82.0,69.3,122.1,Inline-4,GDI,Automatic,6.0,FWD,0.405,,10.1,111.0
39.3,4,168.0,90.0,2176,18.5,1988,2,Jeep Compact Premium,230.0,82.0,57.2,133.1,Inline-4,Carburetor,DCT,7.0,4WD,0.418,26.5,8.5,119.0
45.4,4,135.9,95.0,1800,16.4,2000,1,Tesla Convertible Premium,230.0,82.0,56.6,122.9,Inline-4,GDI,Semi-Automatic,6.0,FWD,0.388,,12.1,137.0
42.2,4,144.6,62.0,1800,20.0,1990,1,Lexus Van GT,230.0,82.0,57.8,126.4,Inline-4,TBI,DCT,7.0,FWD,0.406,29.0,11.9,106.0
46.6,4,158.3,50.0,1959,21.4,2020,3,Honda Van ,230.0,82.0,52.6,125.1,Inline-4,TBI,Automatic,5.0,RWD,0.364,26.7,12.4,102.0
20.3,10,463.8,252.0,5682,18.7,1995,3,Chevrolet Hatchback Base,230.0,82.0,66.8,126.4,V10,Carburetor,CVT,,FWD,0.392,32.0,10.5,150.0
46.5,6,187.4,172.0,2265,13.3,2017,1,Subaru SUV Base,230.0,,73.0,129.8,V6,MPFI,CVT,,nan,,,10.7,
46.8,5,161.0,129.0,2012,14.2,2024,1,Hyundai SUV DX,215.6,82.0,58.3,119.8,V12,Carburetor,Automatic,,FWD,0.358,26.0,10.9,135.0
44.7,4,146.2,89.0,1800,18.4,2010,1,Lexus SUV Sport,211.2,82.0,57.7,114.2,,MPFI,CVT,,FWD,0.392,25.5,9.6,120.0
43.4,6,199.2,158.0,2235,14.4,2011,3,Audi Coupe EX,230.0,82.0,54.8,125.5,V6,GDI,DCT,7.0,AWD,0.402,27.2,12.4,137.0
42.4,4,103.4,50.0,1800,20.2,2008,2,Nissan SUV Premium,216.4,80.7,67.0,120.2,Inline-4,MPFI,Automatic,6.0,nan,0.37,32.9,11.7,110.0
48.5,4,116.4,80.0,1802,17.4,2001,3,Chrysler Hatchback LX,230.0,82.0,55.6,126.0,Inline-4,GDI,Manual,,RWD,0.445,26.2,,98.0
43.0,4,92.9,81.0,1800,19.2,2008,3,Honda Wagon Premium,223.4,82.0,71.0,122.6,,Carburetor,Automatic,8.0,FWD,0.429,,11.6,128.0
43.7,4,156.9,50.0,1800,22.2,2013,1,Hyundai Truck ,228.6,82.0,55.3,123.6,Inline-4,Carburetor,Automatic,8.0,RWD,0.365,,,
47.8,4,113.3,50.0,1828,21.5,2025,1,Chrysler Luxury DX,230.0,82.0,52.4,128.1,Inline-4,GDI,Automatic,,4WD,0.346,26.0,10.9,99.0
43.9,6,192.4,159.0,2903,17.4,2024,2,Jeep Convertible DX,230.0,82.0,67.6,126.7,V6,TBI,Automatic,8.0,RWD,0.343,33.4,,136.0
32.6,8,433.8,185.0,5100,20.7,2022,1,Dodge Sedan Sport,230.0,82.0,73.6,127.5,V8,GDI,Automatic,6.0,FWD,0.377,35.8,11.5,153.0
48.9,4,165.9,67.0,2139,20.0,2022,3,Acura Coupe ,228.2,82.0,68.5,126.8,,MPFI,Automatic,7.0,FWD,0.349,32.9,10.2,125.0
43.1,4,91.8,65.0,1800,21.7,2008,1,BMW Coupe EX,229.9,82.0,76.2,126.5,,nan,Automatic,5.0,RWD,0.375,38.1,11.3,116.0
45.2,4,111.0,50.0,1800,19.8,2015,1,Jeep Sport LX,228.6,82.0,57.9,119.8,,Direct Injection,Automatic,10.0,FWD,0.319,26.9,9.3,117.0
16.9,10,541.8,338.0,6058,16.4,2023,1,Volvo Sedan EX,230.0,82.0,53.1,123.5,V10,TBI,Automatic,7.0,4WD,0.389,25.9,11.4,183.0
25.5,8,364.8,284.0,4496,14.8,2005,1,Kia Coupe Premium,230.0,82.0,52.6,123.4,V8,Carburetor,CVT,,RWD,0.395,26.3,11.3,185.0
37.2,6,273.9,105.0,3273,20.3,2024,1,Acura Hybrid Base,230.0,82.0,72.0,131.4,V6,MPFI,Automatic,8.0,FWD,0.317,,10.5,
35.0,8,340.3,131.0,4301,22.2,2006,1,Chevrolet Luxury GT,230.0,82.0,52.7,124.9,,Carburetor,CVT,,FWD,0.433,26.2,8.8,127.0
46.5,4,109.6,90.0,1942,17.8,2013,1,Hyundai Wagon Sport,230.0,82.0,66.3,123.3,Inline-4,MPFI,Manual,6.0,FWD,0.42,32.1,12.0,104.0
26.7,10,432.1,294.0,5096,16.8,2017,1,Mercedes SUV LX,230.0,82.0,55.3,129.9,V10,GDI,Manual,6.0,nan,0.387,27.3,11.1,160.0
50.4,4,97.7,88.0,1800,14.7,2024,1,Honda Luxury Base,,82.0,73.7,123.9,Inline-4,Carburetor,Manual,5.0,FWD,0.344,36.8,10.7,116.0
39.9,4,170.7,74.0,1800,19.2,1997,1,Dodge Sedan Limited,230.0,82.0,52.4,124.4,Inline-4,MPFI,Automatic,,FWD,0.451,25.7,10.4,134.0
38.0,6,278.0,204.0,3148,16.3,2018,1,Chevrolet SUV LX,230.0,82.0,58.3,134.6,V6,Direct Injection,Automatic,8.0,AWD,0.324,,9.5,174.0
43.0,4,175.9,102.0,2679,19.4,2010,3,Toyota Luxury EX,219.1,82.0,53.1,116.7,Flat-4,GDI,CVT,,FWD,,25.3,10.8,117.0
42.3,6,265.2,167.0,3458,16.7,1998,3,BMW Wagon EX,230.0,82.0,59.5,126.7,Inline-6,GDI,Manual,5.0,RWD,0.396,28.9,9.4,112.0
48.0,4,166.2,50.0,2178,20.4,2019,3,Honda Sedan Limited,226.8,82.0,53.0,125.7,Flat-4,Direct Injection,Manual,5.0,RWD,0.311,25.8,13.3,119.0
44.6,6,246.1,129.0,2671,17.2,2011,3,Mercedes Wagon DX,230.0,82.0,71.0,119.9,Inline-6,GDI,Automatic,4.0,4WD,0.386,,9.5,142.0
45.2,4,164.4,135.0,2044,13.9,2015,1,BMW Hatchback Sport,,82.0,75.5,115.7,Inline-4,MPFI,Semi-Automatic,6.0,4WD,0.4,,,145.0
47.4,4,108.8,,1800,21.9,2001,2,Ford Sport EX,225.0,82.0,65.3,124.0,Inline-4,Carburetor,Automatic,4.0,FWD,0.4,32.1,12.5,125.0
30.7,8,365.3,146.0,4533,20.6,2009,1,Honda Coupe Limited,230.0,82.0,53.4,123.6,,Direct Injection,Automatic,6.0,FWD,0.365,25.8,12.0,114.0
22.9,8,421.0,286.0,4593,17.1,2014,3,Ford Hybrid ,230.0,82.0,71.1,124.8,V8,MPFI,Automatic,7.0,FWD,0.335,36.6,11.9,166.0
10.6,10,531.2,362.0,6417,16.2,2005,1,Kia Convertible Base,230.0,82.0,72.7,123.4,V10,nan,CVT,,AWD,0.392,34.7,9.0,190.0
32.2,6,246.0,132.0,3216,18.1,1993,1,Acura Hatchback ,230.0,82.0,67.9,129.9,V6,MPFI,CVT,,AWD,0.455,31.4,9.2,
43.9,6,263.9,162.0,2946,16.0,2024,3,BMW Luxury Sport,230.0,82.0,77.0,128.2,V6,MPFI,DCT,8.0,AWD,0.302,37.2,10.1,156.0
37.9,6,227.4,126.0,3133,18.5,2010,3,Hyundai Van DX,230.0,82.0,55.7,126.0,V6,MPFI,Automatic,,FWD,,26.3,12.2,137.0
46.7,4,154.6,72.0,2664,20.5,2018,1,Acura Wagon Base,230.0,82.0,73.8,129.8,Inline-4,GDI,Automatic,5.0,AWD,0.337,35.5,9.7,133.0
46.6,4,178.2,154.0,2164,15.5,2005,1,Volkswagen Truck DX,197.3,82.0,76.2,,Inline-4,Carburetor,Manual,5.0,FWD,0.367,,12.0,
42.2,4,103.8,67.0,1894,20.6,2003,3,Jeep Hybrid Base,212.6,82.0,76.9,114.8,Inline-4,GDI,Automatic,6.0,RWD,0.392,36.5,10.0,120.0
28.2,8,483.9,354.0,4840,14.3,2005,1,Mazda Wagon LX,230.0,82.0,55.2,126.4,V8,MPFI,Semi-Automatic,,RWD,0.405,26.8,9.9,206.0
41.2,4,137.0,77.0,2036,17.7,2005,3,Kia Hatchback EX,230.0,82.0,66.5,123.5,Flat-4,TBI,Manual,5.0,RWD,0.383,32.3,11.9,120.0
26.7,8,421.5,339.0,4801,14.7,2011,3,Chrysler Van LX,230.0,82.0,58.0,,V8,MPFI,CVT,,FWD,0.383,26.7,11.2,204.0
34.0,6,267.8,92.0,3261,20.5,2011,1,Chrysler Sedan GT,230.0,82.0,68.5,129.5,Inline-6,MPFI,Automatic,5.0,AWD,0.41,33.8,9.4,119.0
39.9,6,221.0,113.0,3146,21.0,2009,1,Tesla Luxury Premium,230.0,82.0,70.4,124.0,V6,MPFI,CVT,,AWD,0.397,33.0,13.3,101.0
42.6,4,127.7,70.0,1800,20.1,1988,1,Jeep Convertible Premium,219.2,,53.7,121.4,Inline-4,Direct Injection,Automatic,6.0,AWD,,27.6,9.8,85.0
48.2,4,137.4,92.0,1800,17.4,2009,1,Honda Coupe Base,223.9,82.0,66.5,116.7,,GDI,Automatic,8.0,4WD,,29.7,10.7,135.0
34.0,8,284.2,133.0,4331,18.3,1991,2,Dodge Crossover EX,230.0,82.0,70.2,133.5,V8,GDI,Automatic,7.0,FWD,0.426,34.3,9.9,134.0
47.4,4,134.7,95.0,1800,16.9,1987,2,Dodge Van Limited,219.2,82.0,72.8,122.7,Inline-4,MPFI,Semi-Automatic,6.0,RWD,0.469,36.5,9.6,107.0
51.2,4,116.2,50.0,1800,20.2,2024,1,Jeep Wagon LX,212.9,82.0,74.4,112.3,Inline-4,Direct Injection,Automatic,10.0,AWD,,35.6,9.2,95.0
46.4,4,173.5,80.0,2226,20.0,2013,1,Chrysler Sedan Limited,222.3,82.0,71.3,120.0,Inline-4,MPFI,CVT,,FWD,0.329,34.2,10.9,127.0
47.0,4,97.9,88.0,1800,16.5,2015,1,Jeep Crossover Sport,198.1,82.0,70.1,107.8,Inline-4,Carburetor,Automatic,7.0,FWD,0.332,35.2,10.0,105.0
44.5,4,131.3,75.0,1979,19.6,2005,1,Subaru Sedan DX,222.1,82.0,65.9,123.7,Inline-4,MPFI,Manual,5.0,AWD,0.426,32.5,13.1,116.0
39.3,6,274.7,99.0,3437,18.5,2023,2,Volvo Luxury ,230.0,82.0,66.0,130.6,V6,GDI,Automatic,4.0,FWD,0.32,,11.4,
39.8,4,171.1,96.0,2513,17.9,2014,3,Kia Hybrid EX,230.0,82.0,56.9,122.7,,MPFI,Automatic,6.0,AWD,0.342,27.9,10.4,129.0
42.3,6,250.1,212.0,3348,14.6,2019,1,Mazda SUV GT,230.0,82.0,57.2,128.9,V6,MPFI,Automatic,10.0,FWD,0.314,,11.8,174.0
44.3,4,143.0,50.0,1800,20.3,2003,3,Mercedes Hatchback EX,230.0,82.0,59.3,133.5,Inline-4,MPFI,Automatic,4.0,4WD,0.423,29.0,12.9,98.0
45.1,6,208.1,68.0,2085,20.5,2024,1,Jeep Sport ,220.3,82.0,54.7,126.4,V6,MPFI,Automatic,10.0,4WD,,25.7,12.8,112.0
36.8,6,216.7,129.0,2978,16.8,2020,3,Honda Sedan LX,230.0,82.0,69.5,126.9,V6,GDI,Manual,6.0,AWD,0.303,,11.8,130.0
47.6,4,98.1,60.0,2024,19.9,2021,1,Honda Hybrid EX,230.0,82.0,58.3,126.0,Inline-4,Carburetor,DCT,7.0,RWD,0.322,29.0,9.8,125.0
45.0,4,160.7,85.0,1800,17.3,1992,3,Acura SUV Base,219.7,82.0,57.5,117.8,Inline-4,MPFI,Automatic,6.0,RWD,0.478,26.7,10.7,120.0
46.2,4,119.1,107.0,1800,16.8,1998,3,Dodge Compact ,230.0,82.0,67.0,129.9,Flat-4,GDI,CVT,,FWD,0.429,33.7,11.0,122.0
38.8,6,246.8,82.0,3280,21.0,1999,2,Chevrolet Hatchback Premium,230.0,82.0,70.8,130.5,,MPFI,CVT,,4WD,0.385,32.2,10.0,147.0
36.9,6,215.8,148.0,3070,16.8,1998,1,Jeep Van DX,230.0,82.0,59.1,125.3,V6,MPFI,Manual,5.0,AWD,0.438,27.9,12.4,105.0
30.3,8,382.2,243.0,4993,16.6,2021,1,Tesla Compact EX,230.0,82.0,67.5,125.7,V8,GDI,Manual,5.0,AWD,,33.8,12.7,109.0
38.7,4,140.0,131.0,2411,16.3,1974,2,Chevrolet Convertible Sport,230.0,82.0,55.9,128.3,Inline-4,TBI,DCT,7.0,RWD,0.484,26.8,8.9,122.0
41.6,4,162.2,125.0,2168,14.7,1980,1,Nissan Truck EX,206.1,82.0,57.5,117.1,,MPFI,Automatic,8.0,nan,0.457,27.4,8.9,134.0
46.3,4,109.0,69.0,1800,20.9,1999,3,Audi Sedan GT,,82.0,74.5,123.6,Inline-4,nan,Automatic,8.0,4WD,0.408,35.0,9.5,105.0
42.8,4,125.9,87.0,1800,17.8,1993,3,Dodge SUV EX,206.0,82.0,54.4,112.9,Inline-4,GDI,Manual,5.0,FWD,0.383,,12.8,135.0
32.0,6,193.0,134.0,2580,,1996,1,Tesla Sedan LX,230.0,82.0,76.3,133.4,V6,Direct Injection,Automatic,5.0,FWD,0.409,34.8,10.5,150.0
49.4,4,96.8,53.0,1883,19.7,2020,1,Chevrolet SUV EX,230.0,,59.8,127.2,Inline-4,MPFI,DCT,6.0,RWD,0.301,28.2,11.6,97.0
34.2,6,240.5,81.0,2973,19.7,2012,1,Jeep Hybrid ,230.0,82.0,67.5,,Flat-6,TBI,Manual,6.0,RWD,0.355,32.2,9.9,133.0
36.4,6,198.9,,3079,17.5,1970,2,Tesla Wagon LX,229.8,82.0,,128.2,Inline-6,GDI,Automatic,7.0,RWD,,35.3,9.9,112.0
37.5,8,293.2,173.0,3487,15.9,2006,1,BMW Wagon EX,230.0,82.0,57.6,129.0,V8,MPFI,Semi-Automatic,7.0,FWD,0.422,28.6,12.5,130.0
35.9,4,170.7,52.0,2252,21.4,2005,1,Hyundai Coupe Base,,82.0,73.6,118.0,Inline-4,Direct Injection,Automatic,,FWD,,35.3,12.8,126.0
25.9,8,397.5,320.0,4555,15.0,1985,1,Chevrolet Coupe LX,230.0,82.0,76.6,129.0,V8,GDI,Manual,5.0,FWD,0.483,38.2,12.7,179.0
22.7,12,476.9,312.0,6372,17.1,2016,2,Chrysler Sport Premium,230.0,82.0,70.6,126.0,V12,Direct Injection,Manual,5.0,FWD,0.34,,12.7,178.0
36.9,8,291.8,125.0,3857,19.1,2017,3,Lexus Hybrid Sport,230.0,82.0,55.1,123.6,V8,Carburetor,Automatic,4.0,FWD,,27.0,10.0,142.0
38.2,6,192.0,70.0,2975,22.3,2017,3,Lexus Convertible EX,230.0,82.0,53.7,123.3,V6,MPFI,Automatic,,nan,0.32,27.1,12.9,134.0
42.2,6,227.1,120.0,2886,17.6,2017,1,Ford Van EX,230.0,82.0,58.9,127.5,Inline-6,TBI,Automatic,6.0,RWD,0.337,27.0,13.0,111.0
28.4,6,246.8,213.0,3166,14.6,1970,3,Tesla Compact EX,230.0,82.0,77.4,127.6,Inline-6,GDI,Manual,5.0,FWD,0.5,37.4,10.2,157.0
48.7,4,147.7,121.0,2224,16.9,2024,3,BMW Wagon ,230.0,82.0,65.8,126.5,Flat-4,Carburetor,Automatic,6.0,FWD,0.354,33.5,9.5,96.0
44.2,6,194.4,86.0,2724,19.6,2020,2,Toyota Compact Limited,230.0,82.0,58.7,123.1,Flat-6,MPFI,CVT,,nan,0.338,27.8,13.3,145.0
39.3,6,243.3,179.0,3164,15.3,2023,1,Chrysler Truck EX,230.0,82.0,72.2,124.4,V6,Direct Injection,nan,5.0,FWD,0.365,,10.5,
18.4,10,460.7,254.0,5913,18.0,1972,3,Chevrolet Sport LX,230.0,82.0,73.4,129.9,V10,GDI,Automatic,6.0,AWD,0.454,,,151.0
38.7,6,226.5,148.0,2988,17.9,2024,3,Audi Compact EX,230.0,82.0,52.2,127.0,V6,GDI,Automatic,6.0,FWD,,25.1,9.1,135.0
44.8,4,162.1,105.0,1800,15.5,2020,1,Chrysler Compact Base,224.2,82.0,58.9,126.9,Inline-4,Carburetor,Automatic,6.0,FWD,0.359,28.0,,150.0
45.8,6,213.2,114.0,2734,19.2,2021,3,Audi Wagon Limited,230.0,82.0,66.6,126.4,V6,GDI,Manual,5.0,4WD,0.371,32.6,10.9,118.0
26.4,10,422.0,217.0,4799,18.0,1983,1,Tesla Luxury Base,230.0,82.0,59.1,123.4,V10,nan,Automatic,7.0,RWD,0.431,29.3,9.4,135.0
42.0,4,168.6,53.0,2073,20.6,2018,1,Mazda SUV Limited,230.0,82.0,73.9,129.7,Inline-4,Direct Injection,Manual,6.0,RWD,0.337,37.6,13.0,119.0
47.3,4,109.1,50.0,1814,20.1,2024,1,Honda Coupe DX,230.0,82.0,72.8,122.8,Inline-4,MPFI,Manual,6.0,FWD,0.339,35.1,12.5,107.0
39.6,6,209.4,105.0,2912,19.8,2016,1,Audi Luxury LX,230.0,82.0,,129.1,V6,GDI,Automatic,4.0,FWD,,28.4,9.0,120.0
44.2,4,153.6,115.0,2447,19.1,2012,2,BMW Hatchback Sport,230.0,82.0,55.2,122.3,Inline-4,Carburetor,Automatic,4.0,AWD,,27.2,11.0,124.0
45.6,4,151.5,121.0,2396,17.5,2024,1,Audi Hybrid Premium,230.0,82.0,73.2,128.0,Inline-4,GDI,Manual,5.0,4WD,0.295,,11.9,142.0
47.5,4,162.0,110.0,2173,16.4,2007,1,Nissan Luxury EX,,82.0,57.9,118.6,Inline-4,MPFI,Automatic,5.0,nan,,29.0,,116.0
39.6,8,320.5,135.0,3445,20.2,2013,1,Tesla Compact EX,230.0,82.0,53.3,127.1,V8,Carburetor,CVT,,FWD,0.325,26.3,,148.0
51.3,4,121.7,55.0,1975,19.9,2008,3,Subaru Sport Sport,,82.0,70.3,110.0,Inline-4,GDI,CVT,,4WD,0.42,,11.3,106.0
55.0,4,101.3,77.0,1800,20.3,2024,1,Mercedes Van Premium,220.7,82.0,73.5,120.2,Inline-4,GDI,Automatic,7.0,RWD,0.294,36.2,,143.0
29.1,6,234.1,116.0,3337,19.6,1980,2,Ford Luxury Sport,230.0,82.0,73.4,131.2,,TBI,Automatic,4.0,RWD,0.499,34.5,8.5,135.0
